figure_id,calculation_id,formula,inputs_json,result,unit,decimals
A.7,hogares_fijas_decil_2,suma(indicador * factor) / suma(factor) * 100,"{""anio"": 2024, ""decil"": 2, ""hogares_expandidos"": 3883042}","{'con_servicio_pct': 57.5, 'disponen_y_gastan_pct': 45.4}",porcentaje,1
A.7,hogares_fijas_decil_3,suma(indicador * factor) / suma(factor) * 100,"{""anio"": 2024, ""decil"": 3, ""hogares_expandidos"": 3883010}","{'con_servicio_pct': 67.2, 'disponen_y_gastan_pct': 57.3}",porcentaje,1
A.7,hogares_fijas_decil_4,suma(indicador * factor) / suma(factor) * 100,"{""anio"": 2024, ""decil"": 4, ""hogares_expandidos"": 3882672}","{'con_servicio_pct': 76.1, 'disponen_y_gastan_pct': 65.6}",porcentaje,1
A.7,hogares_fijas_decil_5,suma(indicador * factor) / suma(factor) * 100,"{""anio"": 2024, ""decil"": 5, ""hogares_expandidos"": 3883138}","{'con_servicio_pct': 80.8, 'disponen_y_gastan_pct': 71.4}",porcentaje,1
A.7,hogares_fijas_decil_6,suma(indicador * factor) / suma(factor) * 100,"{""anio"": 2024, ""decil"": 6, ""hogares_expandidos"": 3883019}","{'con_servicio_pct': 85.5, 'disponen_y_gastan_pct': 77.7}",porcentaje,1
A.7,hogares_fijas_decil_7,suma(indicador * factor) / suma(factor) * 100,"{""anio"": 2024, ""decil"": 7, ""hogares_expandidos"": 3883005}","{'con_servicio_pct': 89.9, 'disponen_y_gastan_pct': 83.0}",porcentaje,1
A.7,hogares_fijas_decil_8,suma(indicador * factor) / suma(factor) * 100,"{""anio"": 2024, ""decil"": 8, ""hogares_expandidos"": 3882963}","{'con_servicio_pct': 92.6, 'disponen_y_gastan_pct': 86.6}",porcentaje,1
A.7,hogares_fijas_decil_9,suma(indicador * factor) / suma(factor) * 100,"{""anio"": 2024, ""decil"": 9, ""hogares_expandidos"": 3883293}","{'con_servicio_pct': 96.1, 'disponen_y_gastan_pct': 91.7}",porcentaje,1
A.7,hogares_fijas_decil_10,suma(indicador * factor) / suma(factor) * 100,"{""anio"": 2024, ""decil"": 10, ""hogares_expandidos"": 3883164}","{'con_servicio_pct': 98.6, 'disponen_y_gastan_pct': 94.5}",porcentaje,1
A.8,gasto_fijas_decil_1,promedio ponderado trimestral / 3; porcentaje = gasto mensual / ingreso mensual * 100,"{""anio"": 2024, ""decil"": 1, ""hogares_expandidos"": 1217284}","{'gasto_mensual': 340, 'gasto_pct_ingreso': 5.8}",pesos mensuales y porcentaje,1
A.8,gasto_fijas_decil_2,promedio ponderado trimestral / 3; porcentaje = gasto mensual / ingreso mensual * 100,"{""anio"": 2024, ""decil"": 2, ""hogares_expandidos"": 1764222}","{'gasto_mensual': 385, 'gasto_pct_ingreso': 4.1}",pesos mensuales y porcentaje,1
A.8,gasto_fijas_decil_3,promedio ponderado trimestral / 3; porcentaje = gasto mensual / ingreso mensual * 100,"{""anio"": 2024, ""decil"": 3, ""hogares_expandidos"": 2223850}","{'gasto_mensual': 416, 'gasto_pct_ingreso': 3.4}",pesos mensuales y porcentaje,1
A.8,gasto_fijas_decil_4,promedio ponderado trimestral / 3; porcentaje = gasto mensual / ingreso mensual * 100,"{""anio"": 2024, ""decil"": 4, ""hogares_expandidos"": 2546509}","{'gasto_mensual': 434, 'gasto_pct_ingreso': 2.9}",pesos mensuales y porcentaje,1
A.8,gasto_fijas_decil_5,promedio ponderado trimestral / 3; porcentaje = gasto mensual / ingreso mensual * 100,"{""anio"": 2024, ""decil"": 5, ""hogares_expandidos"": 2771824}","{'gasto_mensual': 459, 'gasto_pct_ingreso': 2.5}",pesos mensuales y porcentaje,1
A.8,gasto_fijas_decil_6,promedio ponderado trimestral / 3; porcentaje = gasto mensual / ingreso mensual * 100,"{""anio"": 2024, ""decil"": 6, ""hogares_expandidos"": 3016403}","{'gasto_mensual': 481, 'gasto_pct_ingreso': 2.2}",pesos mensuales y porcentaje,1
A.8,gasto_fijas_decil_7,promedio ponderado trimestral / 3; porcentaje = gasto mensual / ingreso mensual * 100,"{""anio"": 2024, ""decil"": 7, ""hogares_expandidos"": 3224155}","{'gasto_mensual': 506, 'gasto_pct_ingreso': 2.0}",pesos mensuales y porcentaje,1
A.8,gasto_fijas_decil_8,promedio ponderado trimestral / 3; porcentaje = gasto mensual / ingreso mensual * 100,"{""anio"": 2024, ""decil"": 8, ""hogares_expandidos"": 3361516}","{'gasto_mensual': 548, 'gasto_pct_ingreso': 1.7}",pesos mensuales y porcentaje,1
A.8,gasto_fijas_decil_9,promedio ponderado trimestral / 3; porcentaje = gasto mensual / ingreso mensual * 100,"{""anio"": 2024, ""decil"": 9, ""hogares_expandidos"": 3562578}","{'gasto_mensual': 588, 'gasto_pct_ingreso': 1.4}",pesos mensuales y porcentaje,1
A.8,gasto_fijas_decil_10,promedio ponderado trimestral / 3; porcentaje = gasto mensual / ingreso mensual * 100,"{""anio"": 2024, ""decil"": 10, ""hogares_expandidos"": 3668480}","{'gasto_mensual': 691, 'gasto_pct_ingreso': 0.9}",pesos mensuales y porcentaje,1
A.9,hogares_moviles_decil_1,suma(indicador * factor) / suma(factor) * 100,"{""anio"": 2024, ""decil"": 1, ""hogares_expandidos"": 3882924}","{'con_servicio_pct': 79.0, 'disponen_y_gastan_pct': 59.2}",porcentaje,1
A.9,hogares_moviles_decil_2,suma(indicador * factor) / suma(factor) * 100,"{""anio"": 2024, ""decil"": 2, ""hogares_expandidos"": 3883042}","{'con_servicio_pct': 89.9, 'disponen_y_gastan_pct': 73.5}",porcentaje,1
A.9,hogares_moviles_decil_3,suma(indicador * factor) / suma(factor) * 100,"{""anio"": 2024, ""decil"": 3, ""hogares_expandidos"": 3883010}","{'con_servicio_pct': 93.9, 'disponen_y_gastan_pct': 79.7}",porcentaje,1
A.9,hogares_moviles_decil_4,suma(indicador * factor) / suma(factor) * 100,"{""anio"": 2024, ""decil"": 4, ""hogares_expandidos"": 3882672}","{'con_servicio_pct': 95.8, 'disponen_y_gastan_pct': 82.7}",porcentaje,1
A.9,hogares_moviles_decil_5,suma(indicador * factor) / suma(factor) * 100,"{""anio"": 2024, ""decil"": 5, ""hogares_expandidos"": 3883138}","{'con_servicio_pct': 96.4, 'disponen_y_gastan_pct': 84.5}",porcentaje,1
A.9,hogares_moviles_decil_6,suma(indicador * factor) / suma(factor) * 100,"{""anio"": 2024, ""decil"": 6, ""hogares_expandidos"": 3883019}","{'con_servicio_pct': 97.9, 'disponen_y_gastan_pct': 86.6}",porcentaje,1
A.9,hogares_moviles_decil_7,suma(indicador * factor) / suma(factor) * 100,"{""anio"": 2024, ""decil"": 7, ""hogares_expandidos"": 3883005}","{'con_servicio_pct': 97.9, 'disponen_y_gastan_pct': 88.0}",porcentaje,1
A.9,hogares_moviles_decil_8,suma(indicador * factor) / suma(factor) * 100,"{""anio"": 2024, ""decil"": 8, ""hogares_expandidos"": 3882963}","{'con_servicio_pct': 98.8, 'disponen_y_gastan_pct': 89.6}",porcentaje,1
A.9,hogares_moviles_decil_9,suma(indicador * factor) / suma(factor) * 100,"{""anio"": 2024, ""decil"": 9, ""hogares_expandidos"": 3883293}","{'con_servicio_pct': 99.0, 'disponen_y_gastan_pct': 90.9}",porcentaje,1
A.9,hogares_moviles_decil_10,suma(indicador * factor) / suma(factor) * 100,"{""anio"": 2024, ""decil"": 10, ""hogares_expandidos"": 3883164}","{'con_servicio_pct': 99.3, 'disponen_y_gastan_pct': 91.1}",porcentaje,1
A.10,gasto_moviles_decil_1,promedio ponderado trimestral / 3; porcentaje = gasto mensual / ingreso mensual * 100,"{""anio"": 2024, ""decil"": 1, ""hogares_expandidos"": 2298848}","{'gasto_mensual': 178, 'gasto_pct_ingreso': 3.0}",pesos mensuales y porcentaje,1
A.10,gasto_moviles_decil_2,promedio ponderado trimestral / 3; porcentaje = gasto mensual / ingreso mensual * 100,"{""anio"": 2024, ""decil"": 2, ""hogares_expandidos"": 2852448}","{'gasto_mensual': 216, 'gasto_pct_ingreso': 2.3}",pesos mensuales y porcentaje,1
A.10,gasto_moviles_decil_3,promedio ponderado trimestral / 3; porcentaje = gasto mensual / ingreso mensual * 100,"{""anio"": 2024, ""decil"": 3, ""hogares_expandidos"": 3095060}","{'gasto_mensual': 256, 'gasto_pct_ingreso': 2.1}",pesos mensuales y porcentaje,1
A.10,gasto_moviles_decil_4,promedio ponderado trimestral / 3; porcentaje = gasto mensual / ingreso mensual * 100,"{""anio"": 2024, ""decil"": 4, ""hogares_expandidos"": 3212255}","{'gasto_mensual': 302, 'gasto_pct_ingreso': 2.0}",pesos mensuales y porcentaje,1
A.10,gasto_moviles_decil_5,promedio ponderado trimestral / 3; porcentaje = gasto mensual / ingreso mensual * 100,"{""anio"": 2024, ""decil"": 5, ""hogares_expandidos"": 3279685}","{'gasto_mensual': 347, 'gasto_pct_ingreso': 1.9}",pesos mensuales y porcentaje,1
A.10,gasto_moviles_decil_6,promedio ponderado trimestral / 3; porcentaje = gasto mensual / ingreso mensual * 100,"{""anio"": 2024, ""decil"": 6, ""hogares_expandidos"": 3361267}","{'gasto_mensual': 386, 'gasto_pct_ingreso': 1.8}",pesos mensuales y porcentaje,1
A.10,gasto_moviles_decil_7,promedio ponderado trimestral / 3; porcentaje = gasto mensual / ingreso mensual * 100,"{""anio"": 2024, ""decil"": 7, ""hogares_expandidos"": 3418089}","{'gasto_mensual': 442, 'gasto_pct_ingreso': 1.7}",pesos mensuales y porcentaje,1
A.10,gasto_moviles_decil_8,promedio ponderado trimestral / 3; porcentaje = gasto mensual / ingreso mensual * 100,"{""anio"": 2024, ""decil"": 8, ""hogares_expandidos"": 3480719}","{'gasto_mensual': 523, 'gasto_pct_ingreso': 1.6}",pesos mensuales y porcentaje,1
A.10,gasto_moviles_decil_9,promedio ponderado trimestral / 3; porcentaje = gasto mensual / ingreso mensual * 100,"{""anio"": 2024, ""decil"": 9, ""hogares_expandidos"": 3530963}","{'gasto_mensual': 630, 'gasto_pct_ingreso': 1.5}",pesos mensuales y porcentaje,1
A.10,gasto_moviles_decil_10,promedio ponderado trimestral / 3; porcentaje = gasto mensual / ingreso mensual * 100,"{""anio"": 2024, ""decil"": 10, ""hogares_expandidos"": 3537493}","{'gasto_mensual': 948, 'gasto_pct_ingreso': 1.2}",pesos mensuales y porcentaje,1
B.1,total_hogares,suma(FAC_HOG),"{""dominio"": ""Nacional""}",39677498,hogares,0
B.1,total_Tres servicios,suma(FAC_HOG donde se cumple la combinación) / suma(FAC_HOG) * 100,"{""anio"": 2025, ""dominio"": ""Nacional"", ""hogares_expandidos"": 6124737}",15.436298427889783,porcentaje,1
B.1,total_Dos servicios,suma(FAC_HOG donde se cumple la combinación) / suma(FAC_HOG) * 100,"{""anio"": 2025, ""dominio"": ""Nacional"", ""hogares_expandidos"": 12066255}",30.410826307646715,porcentaje,1
B.1,total_Un servicio,suma(FAC_HOG donde se cumple la combinación) / suma(FAC_HOG) * 100,"{""anio"": 2025, ""dominio"": ""Nacional"", ""hogares_expandidos"": 13473482}",33.957488952554414,porcentaje,1
B.1,total_Ninguno,suma(FAC_HOG donde se cumple la combinación) / suma(FAC_HOG) * 100,"{""anio"": 2025, ""dominio"": ""Nacional"", ""hogares_expandidos"": 8013024}",20.195386311909083,porcentaje,1
B.1,un_servicio_Solo TV Restringida,suma(FAC_HOG donde se cumple la combinación) / suma(FAC_HOG) * 100,"{""anio"": 2025, ""dominio"": ""Nacional"", ""hogares_expandidos"": 1231664}",3.104187668284931,porcentaje,1
B.1,un_servicio_Solo Telefonía,suma(FAC_HOG donde se cumple la combinación) / suma(FAC_HOG) * 100,"{""anio"": 2025, ""dominio"": ""Nacional"", ""hogares_expandidos"": 325253}",0.8197417085119632,porcentaje,1
B.1,un_servicio_Solo Internet,suma(FAC_HOG donde se cumple la combinación) / suma(FAC_HOG) * 100,"{""anio"": 2025, ""dominio"": ""Nacional"", ""hogares_expandidos"": 11916565}",30.033559575757522,porcentaje,1
B.1,dos_servicios_Internet + Telefonía,suma(FAC_HOG donde se cumple la combinación) / suma(FAC_HOG) * 100,"{""anio"": 2025, ""dominio"": ""Nacional"", ""hogares_expandidos"": 6809336}",17.161707121754503,porcentaje,1
B.1,dos_servicios_TV Restringida + Internet,suma(FAC_HOG donde se cumple la combinación) / suma(FAC_HOG) * 100,"{""anio"": 2025, ""dominio"": ""Nacional"", ""hogares_expandidos"": 5128072}",12.924383488091914,porcentaje,1
B.1,dos_servicios_TV Restringida + Telefonía,suma(FAC_HOG donde se cumple la combinación) / suma(FAC_HOG) * 100,"{""anio"": 2025, ""dominio"": ""Nacional"", ""hogares_expandidos"": 128847}",0.32473569780029976,porcentaje,1
B.2,total_hogares,suma(FAC_HOG),"{""dominio"": ""R""}",8054749,hogares,0
B.2,total_Tres servicios,suma(FAC_HOG donde se cumple la combinación) / suma(FAC_HOG) * 100,"{""anio"": 2025, ""dominio"": ""R"", ""hogares_expandidos"": 205193}",2.5474785123658106,porcentaje,1
B.2,total_Dos servicios,suma(FAC_HOG donde se cumple la combinación) / suma(FAC_HOG) * 100,"{""anio"": 2025, ""dominio"": ""R"", ""hogares_expandidos"": 1129827}",14.026843046257556,porcentaje,1
B.2,total_Un servicio,suma(FAC_HOG donde se cumple la combinación) / suma(FAC_HOG) * 100,"{""anio"": 2025, ""dominio"": ""R"", ""hogares_expandidos"": 3602772}",44.72854461386693,porcentaje,1
B.2,total_Ninguno,suma(FAC_HOG donde se cumple la combinación) / suma(FAC_HOG) * 100,"{""anio"": 2025, ""dominio"": ""R"", ""hogares_expandidos"": 3116957}",38.69713382750971,porcentaje,1
B.2,un_servicio_Solo TV Restringida,suma(FAC_HOG donde se cumple la combinación) / suma(FAC_HOG) * 100,"{""anio"": 2025, ""dominio"": ""R"", ""hogares_expandidos"": 632417}",7.851479915761497,porcentaje,1
B.2,un_servicio_Solo Telefonía,suma(FAC_HOG donde se cumple la combinación) / suma(FAC_HOG) * 100,"{""anio"": 2025, ""dominio"": ""R"", ""hogares_expandidos"": 57570}",0.7147336310541769,porcentaje,1
B.2,un_servicio_Solo Internet,suma(FAC_HOG donde se cumple la combinación) / suma(FAC_HOG) * 100,"{""anio"": 2025, ""dominio"": ""R"", ""hogares_expandidos"": 2912785}",36.16233106705125,porcentaje,1
B.2,dos_servicios_Internet + Telefonía,suma(FAC_HOG donde se cumple la combinación) / suma(FAC_HOG) * 100,"{""anio"": 2025, ""dominio"": ""R"", ""hogares_expandidos"": 308195}",3.826252065706827,porcentaje,1
B.2,dos_servicios_TV Restringida + Internet,suma(FAC_HOG donde se cumple la combinación) / suma(FAC_HOG) * 100,"{""anio"": 2025, ""dominio"": ""R"", ""hogares_expandidos"": 786147}",9.760043422830432,porcentaje,1
B.2,dos_servicios_TV Restringida + Telefonía,suma(FAC_HOG donde se cumple la combinación) / suma(FAC_HOG) * 100,"{""anio"": 2025, ""dominio"": ""R"", ""hogares_expandidos"": 35485}",0.4405475577202964,porcentaje,1
B.3,total_hogares,suma(FAC_HOG),"{""dominio"": ""U""}",31622749,hogares,0
B.3,total_Tres servicios,suma(FAC_HOG donde se cumple la combinación) / suma(FAC_HOG) * 100,"{""anio"": 2025, ""dominio"": ""U"", ""hogares_expandidos"": 5919544}",18.7192580885362,porcentaje,1
B.3,total_Dos servicios,suma(FAC_HOG donde se cumple la combinación) / suma(FAC_HOG) * 100,"{""anio"": 2025, ""dominio"": ""U"", ""hogares_expandidos"": 10936428}",34.584052132849045,porcentaje,1
B.3,total_Un servicio,suma(FAC_HOG donde se cumple la combinación) / suma(FAC_HOG) * 100,"{""anio"": 2025, ""dominio"": ""U"", ""hogares_expandidos"": 9870710}",31.213952967846026,porcentaje,1
B.3,total_Ninguno,suma(FAC_HOG donde se cumple la combinación) / suma(FAC_HOG) * 100,"{""anio"": 2025, ""dominio"": ""U"", ""hogares_expandidos"": 4896067}",15.48273681076873,porcentaje,1
B.3,un_servicio_Solo TV Restringida,suma(FAC_HOG donde se cumple la combinación) / suma(FAC_HOG) * 100,"{""anio"": 2025, ""dominio"": ""U"", ""hogares_expandidos"": 599247}",1.8949870550469854,porcentaje,1
B.3,un_servicio_Solo Telefonía,suma(FAC_HOG donde se cumple la combinación) / suma(FAC_HOG) * 100,"{""anio"": 2025, ""dominio"": ""U"", ""hogares_expandidos"": 267683}",0.8464887097576494,porcentaje,1
B.3,un_servicio_Solo Internet,suma(FAC_HOG donde se cumple la combinación) / suma(FAC_HOG) * 100,"{""anio"": 2025, ""dominio"": ""U"", ""hogares_expandidos"": 9003780}",28.47247720304139,porcentaje,1
B.3,dos_servicios_Internet + Telefonía,suma(FAC_HOG donde se cumple la combinación) / suma(FAC_HOG) * 100,"{""anio"": 2025, ""dominio"": ""U"", ""hogares_expandidos"": 6501141}",20.558430894164196,porcentaje,1
B.3,dos_servicios_TV Restringida + Internet,suma(FAC_HOG donde se cumple la combinación) / suma(FAC_HOG) * 100,"{""anio"": 2025, ""dominio"": ""U"", ""hogares_expandidos"": 4341925}",13.730384414081144,porcentaje,1
B.3,dos_servicios_TV Restringida + Telefonía,suma(FAC_HOG donde se cumple la combinación) / suma(FAC_HOG) * 100,"{""anio"": 2025, ""dominio"": ""U"", ""hogares_expandidos"": 93362}",0.2952368246037054,porcentaje,1
B.4,valor_ultimo_periodo,selección del último diciembre disponible y aplicación de la fórmula de la figura,"{""periodo"": ""2024-12"", ""filas"": 25}",31361393.0,valor de la figura,2
B.5,valor_ultimo_periodo,selección del último diciembre disponible y aplicación de la fórmula de la figura,"{""periodo"": ""2024-12"", ""filas"": 54}",80.0,valor de la figura,2
B.6,valor_01,indicador estatal conforme a la fuente y denominador declarados,"{""entidad"": ""Aguascalientes"", ""periodo_bit"": ""2024-12""}",56.0,por cada 100,0
B.6,valor_02,indicador estatal conforme a la fuente y denominador declarados,"{""entidad"": ""Baja California"", ""periodo_bit"": ""2024-12""}",79.0,por cada 100,0
B.6,valor_03,indicador estatal conforme a la fuente y denominador declarados,"{""entidad"": ""Baja California Sur"", ""periodo_bit"": ""2024-12""}",54.0,por cada 100,0
B.6,valor_04,indicador estatal conforme a la fuente y denominador declarados,"{""entidad"": ""Campeche"", ""periodo_bit"": ""2024-12""}",42.0,por cada 100,0
B.6,valor_05,indicador estatal conforme a la fuente y denominador declarados,"{""entidad"": ""Coahuila de Zaragoza"", ""periodo_bit"": ""2024-12""}",65.0,por cada 100,0
B.6,valor_06,indicador estatal conforme a la fuente y denominador declarados,"{""entidad"": ""Colima"", ""periodo_bit"": ""2024-12""}",61.0,por cada 100,0
B.6,valor_07,indicador estatal conforme a la fuente y denominador declarados,"{""entidad"": ""Chiapas"", ""periodo_bit"": ""2024-12""}",20.0,por cada 100,0
B.6,valor_08,indicador estatal conforme a la fuente y denominador declarados,"{""entidad"": ""Chihuahua"", ""periodo_bit"": ""2024-12""}",64.0,por cada 100,0
B.6,valor_09,indicador estatal conforme a la fuente y denominador declarados,"{""entidad"": ""Ciudad de México"", ""periodo_bit"": ""2024-12""}",87.0,por cada 100,0
B.6,valor_10,indicador estatal conforme a la fuente y denominador declarados,"{""entidad"": ""Durango"", ""periodo_bit"": ""2024-12""}",46.0,por cada 100,0
B.6,valor_11,indicador estatal conforme a la fuente y denominador declarados,"{""entidad"": ""Guanajuato"", ""periodo_bit"": ""2024-12""}",51.0,por cada 100,0
B.6,valor_12,indicador estatal conforme a la fuente y denominador declarados,"{""entidad"": ""Guerrero"", ""periodo_bit"": ""2024-12""}",36.0,por cada 100,0
B.6,valor_13,indicador estatal conforme a la fuente y denominador declarados,"{""entidad"": ""Hidalgo"", ""periodo_bit"": ""2024-12""}",34.0,por cada 100,0
B.6,valor_14,indicador estatal conforme a la fuente y denominador declarados,"{""entidad"": ""Jalisco"", ""periodo_bit"": ""2024-12""}",68.0,por cada 100,0
B.6,valor_15,indicador estatal conforme a la fuente y denominador declarados,"{""entidad"": ""México"", ""periodo_bit"": ""2024-12""}",69.0,por cada 100,0
B.6,valor_16,indicador estatal conforme a la fuente y denominador declarados,"{""entidad"": ""Michoacán de Ocampo"", ""periodo_bit"": ""2024-12""}",35.0,por cada 100,0
B.6,valor_17,indicador estatal conforme a la fuente y denominador declarados,"{""entidad"": ""Morelos"", ""periodo_bit"": ""2024-12""}",68.0,por cada 100,0
B.6,valor_18,indicador estatal conforme a la fuente y denominador declarados,"{""entidad"": ""Nayarit"", ""periodo_bit"": ""2024-12""}",46.0,por cada 100,0
B.6,valor_19,indicador estatal conforme a la fuente y denominador declarados,"{""entidad"": ""Nuevo León"", ""periodo_bit"": ""2024-12""}",79.0,por cada 100,0
B.6,valor_20,indicador estatal conforme a la fuente y denominador declarados,"{""entidad"": ""Oaxaca"", ""periodo_bit"": ""2024-12""}",22.0,por cada 100,0
B.6,valor_21,indicador estatal conforme a la fuente y denominador declarados,"{""entidad"": ""Puebla"", ""periodo_bit"": ""2024-12""}",47.0,por cada 100,0
B.6,valor_22,indicador estatal conforme a la fuente y denominador declarados,"{""entidad"": ""Querétaro"", ""periodo_bit"": ""2024-12""}",64.0,por cada 100,0
B.6,valor_23,indicador estatal conforme a la fuente y denominador declarados,"{""entidad"": ""Quintana Roo"", ""periodo_bit"": ""2024-12""}",51.0,por cada 100,0
B.6,valor_24,indicador estatal conforme a la fuente y denominador declarados,"{""entidad"": ""San Luis Potosí"", ""periodo_bit"": ""2024-12""}",48.0,por cada 100,0
B.6,valor_25,indicador estatal conforme a la fuente y denominador declarados,"{""entidad"": ""Sinaloa"", ""periodo_bit"": ""2024-12""}",56.0,por cada 100,0
B.6,valor_26,indicador estatal conforme a la fuente y denominador declarados,"{""entidad"": ""Sonora"", ""periodo_bit"": ""2024-12""}",55.0,por cada 100,0
B.6,valor_27,indicador estatal conforme a la fuente y denominador declarados,"{""entidad"": ""Tabasco"", ""periodo_bit"": ""2024-12""}",25.0,por cada 100,0
B.6,valor_28,indicador estatal conforme a la fuente y denominador declarados,"{""entidad"": ""Tamaulipas"", ""periodo_bit"": ""2024-12""}",59.0,por cada 100,0
B.6,valor_29,indicador estatal conforme a la fuente y denominador declarados,"{""entidad"": ""Tlaxcala"", ""periodo_bit"": ""2024-12""}",43.0,por cada 100,0
B.6,valor_30,indicador estatal conforme a la fuente y denominador declarados,"{""entidad"": ""Veracruz de Ignacio de la Llave"", ""periodo_bit"": ""2024-12""}",39.0,por cada 100,0
B.6,valor_31,indicador estatal conforme a la fuente y denominador declarados,"{""entidad"": ""Yucatán"", ""periodo_bit"": ""2024-12""}",44.0,por cada 100,0
B.6,valor_32,indicador estatal conforme a la fuente y denominador declarados,"{""entidad"": ""Zacatecas"", ""periodo_bit"": ""2024-12""}",36.0,por cada 100,0
B.6,valor_ultimo_periodo,selección del último diciembre disponible y aplicación de la fórmula de la figura,"{""periodo"": ""2024-12"", ""filas"": 32}",56.0,valor de la figura,2
B.7,valor_01,indicador estatal conforme a la fuente y denominador declarados,"{""entidad"": ""Aguascalientes"", ""periodo_bit"": ""2024-12""}",151.0,por cada 100,0
B.7,valor_02,indicador estatal conforme a la fuente y denominador declarados,"{""entidad"": ""Baja California"", ""periodo_bit"": ""2024-12""}",160.0,por cada 100,0
B.7,valor_03,indicador estatal conforme a la fuente y denominador declarados,"{""entidad"": ""Baja California Sur"", ""periodo_bit"": ""2024-12""}",101.0,por cada 100,0
